price,description,lien_produit,name,image_url,regular_price,discount,stock_availability,brand,category,offre,garantie 
1015.0,"Écran 15.6"" FULL HD - Processeur: Intel Core i3-1215U (up to 4,40 GHz Turbo max, 10 Mo de mémoire cache, Hexa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-3200 - Disque Dur: 256 Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x RJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation - Couleur: Noir - Garantie: 2 ans",https://www.mytek.tn/pc-portable-lenovo-v15-g3-iap-i3-12e-gen-8go-256g-ssd-noir.html,PC Portable LENOVO V15 G3 IAP i3 12è Gén 8Go 256Go SSD - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-v15-g3-iap-i3-12e-gen-8go-256g-ssd-noir-s_1.jpg,1105.0,-90.0,En stock,lenovo,Pc Portable,N/A,24
1019.0,"Écran 15.6"" Full HD, 120 Hz - Processeur: Intel Core i3-1215U (Up to 4.40 GHz Turbo max, 10 Mo de mémoire cache, Hexa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 12 Go DDR4 - Disque dur: 512 Go SSD - Carte graphique: Intel UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4, 1x RJ-45, 1x Prise jack pour casque, Prise jack d’alimentation - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12e-gen-12g-512go-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12è Gén 12Go 512Go SSD - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-12g-512go-ssd-noir.jpg,0.0,0.0,En stock,dell,Pc Portable,N/A,12
1099.0,"Processeur: Intel Core i3-1215U (up to 4.40 GHz Turbo max, 10 Mo de Mémoire Cache, Hexa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4-3200 - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB-C® 3.2 Gen 2, 3x USB 3.2 Gen 2 , 2x USB 2.0, 1x HDMI 2.1 TMDS, 1x RJ-45, 1x DisplayPort™ 1.4, 1x prise combo casque/microphone (3,5 mm) - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-de-bureau-lenovo-thinkcentre-neo-50q-gen-4-i3-12e-gen-16go-512go-ssd.html,PC de Bureau LENOVO ThinkCentre néo 50q Gen 4 i3 12è Gén 16Go 512Go SSD ,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-lenovo-thinkcentre-neo-50q-gen-4-i3-12e-gen-16go-512go-ssd.jpg,0.0,0.0,En stock,lenovo,PC de Bureau,N/A,12
1105.0,"Processeur: Intel Core i3-12100 (3,30 GHz up to 4,30 GHz Turbo max, 12 Mo de Mémoire Cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 12 Go DDR4-3200 - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 1x USB-C 3.2 Gen 1, 2x USB 3.2 Gen 1, 2x USB 3.2 Gen 2, 4x USB 2.0, 1x HDMI 1.4b, 1x RJ-45, 1x DisplayPort 1.4, 1x VGA, 1x prise combo casque/microphone (3,5 mm), 1x microphone (3,5 mm), 1x casque (3,5 mm), 1x série (9 broches) - Couleur: Noir - Garantie: 2 ans",https://www.mytek.tn/pc-de-bureau-lenovo-thinkcentre-neo-50t-i3-12e-gen-12go-512go-ssd.html,PC de Bureau LENOVO ThinkCentre néo 50t i3 12è Gén 12Go 512Go SSD,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-lenovo-thinkcentre-neo-50t-i3-12e-gen-12go-512go-ssd-s_1.jpg,0.0,0.0,En stock,lenovo,PC de Bureau,N/A,24
1949.0,"Écran 21.5"" Full HD, IPS - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 12 Go DDR4-3200 - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 2x USB 2.0, 2x USB 3.2 Gen 2, 1x sortie HDMI, 1x RJ-45, 1x connecteur d'alimentation - Couleur: Noir - Garantie: 2 ans",https://www.mytek.tn/pc-de-bureau-all-in-one-lenovo-thinkcentre-neo-30a-22-gen4-i5-13e-gen-12go-512go-ssd.html,PC de Bureau ALL IN ONE LENOVO ThinkCentre néo 30a 22 Gén4 i5 13è Gén 12Go 512Go SSD,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-all-in-one-lenovo-thinkcentre-neo-30a-22-gen4-i5-13e-gen-12go-512go-ssd.jpg,0.0,0.0,Epuisé,lenovo,PC Tout en un,N/A,24
1979.0,"Écran 21.5"" Full HD, IPS - Processeur: Intel Core i5-13420H (Up to 4.60 GHz Turbo max, 12 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR4-3200 - Disque Dur: 512 Go SSD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 2x USB 2.0, 2x USB 3.2 Gen 2, 1x sortie HDMI, 1x RJ-45, 1x connecteur d'alimentation - Couleur: Noir - Garantie: 2 ans",https://www.mytek.tn/pc-de-bureau-all-in-one-lenovo-thinkcentre-neo-30a-22-gen4-i5-13e-gen-16go-512go-ssd.html,PC de Bureau ALL IN ONE LENOVO ThinkCentre néo 30a 22 Gén4 i5 13è Gén 16Go 512Go SSD,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-all-in-one-lenovo-thinkcentre-neo-30a-22-gen4-i5-13e-gen-16go-512go-ssd.jpg,0.0,0.0,Epuisé,lenovo,PC Tout en un,N/A,24
1979.0,"Écran 23.8"" Full HD, IPS - Processeur: AMD Ryzen™ 7 5825U (2.0 GHz up to 4.5 GHz Turbo max, 16 Mo de mémoire cache, Octa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4 - Disque Dur: 512Go SSD - Carte Graphique: AMD Radeon™ Graphics avec WiFi, Bluetooth, 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1x HDMI in 1.4, HDMI out 1.4, 1x RJ45, 1x Prise audio combinée 3,5 mm, 1x DC-in - Couleur: Noir - Garantie: 3 ans ",https://www.mytek.tn/pc-de-bureau-all-in-one-asus-zen-aio-24-m5401-amd-ryzen-7-8go-512go-ssd-noir.html,PC de Bureau ALL IN ONE ASUS Zen AiO 24 M5401 AMD RYZEN 7 8Go 512Go SSD - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-all-in-one-asus-zen-aio-24-m5401-amd-ryzen-7-8go-512go-ssd-noir.jpg,0.0,0.0,Epuisé,asus,PC Tout en un,N/A,36
139.0,"Sac à Dos Scolaire COOL SCHOOL CARS - Sexe: Garçon - Compartiments: 1 x Compartiment Intérieur Pour les Livres , Documents, Pochettes et Cahiers - 1 x Poches Avant Pour Trousse - 2 x poches à Cotés pour les accessoires - Taille idéal pour les matériels scolaires - Couleur: Noir & Rouge",https://www.mytek.tn/sac-a-dos-scolaire-cool-school-cars-noir-rouge.html,Sac à Dos Scolaire COOL SCHOOL CARS - Noir & Rouge,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/g/j/gjdtjs_1.jpg,159.0,-20.0,En stock,cool-school,Sac à Dos Scolaire,N/A,
145.0,"Sac à Dos Scolaire COOL SCHOOL - Sexe: Garçon - Taille: Moyen - Compartiments: 2 x grand Compartiment Pour les Livres , Documents, Pochettes et Cahiers, 1 x Poches Avant Pour Trosse, 2 x poches à Cotés pour les accessoires - Bretelles confortables et ajustables - Design tendance et décontracté - Taille idéal pour les matériels scolaires - Couleur: Marron & Gris",https://www.mytek.tn/sac-a-dos-scolaire-cool-school-t42060-moyenne-pour-garcon-marron-gris.html,Sac à Dos Scolaire COOL SCHOOL T42060 Moyen Pour Garçon - Marron&Gris,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/4/_/4_351_1.jpg,179.0,-34.0,En stock,cool-school,Sac à Dos Scolaire,N/A,
59.0,"Sac à Dos 058 - Avec Port USB - Pour Pc Portable 16.1"" -  Matériau: Polyester - Sac à dos simple avec rangement PC pour ordinateur portable aux lignes épurées et aux rangements intelligents pour le professionnel moderne - ce sac à dos e simple de transport doté d’un grand nombre de rangement comporte de nombreuses poches pour vous permettre de rester organisé - Design décontracté et élégant - Dimensions: 49 x 11 x 30 cm - Couleur: Rouge",https://www.mytek.tn/sac-a-dos-058-16-1-avec-port-usb-rouge.html,"Sac à Dos 058 16.1"" Avec Port USB - Rouge",https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/a/sac-a-dos-058-16-1-avec-port-usb-rouge.jpg,0.0,0.0,En stock,sans-fabricant,Sacs & Sacoches,N/A,
59.0,"Sac à Dos 058 - Avec Port USB - Pour Pc Portable 16.1"" -  Matériau: Polyester - Sac à dos simple avec rangement PC pour ordinateur portable aux lignes épurées et aux rangements intelligents pour le professionnel moderne - ce sac à dos e simple de transport doté d’un grand nombre de rangement comporte de nombreuses poches pour vous permettre de rester organisé - Design décontracté et élégant - Dimensions: 49 x 11 x 30 cm - Couleur: Bleu",https://www.mytek.tn/sac-a-dos-058-156-1-avec-port-usb-bleu.html,"Sac à Dos 058 16.1"" Avec Port USB - Bleu",https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/a/sac-a-dos-058-15-6-avec-port-usb-bleu.jpg,0.0,0.0,En stock,sans-fabricant,Sacs & Sacoches,N/A,
7129.0,"Écran 14"" Liquid Retina XDR (3024 x 1964 pixels) - Processeur: Apple M3 (CPU 8 coeurs / GPU 10 coeurs / Neural Engine 16 coeurs) - Système d'exploitation: MacOS - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Wi-Fi, Bluetooth, 2x Thunderbolt/USB 4, 1x HDMI, Prise casque 3,5 mm, Port MagSafe 3 et Lecteur de carte SDXC - Capteur Touch ID, Magic Keyboard rétroéclairé - Couleur: Gris Sidéral - Garantie: 1 an",https://www.mytek.tn/apple-macbook-pro-m3-2023-8go-512go-ssd-gris-sideral.html,APPLE MacBook Pro M3 (2023) 8Go 512Go SSD - Gris Sidéral,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/a/p/apple-macbook-pro-m3-2023-8go-512go-ssd-gris-sideral-1.jpg,0.0,0.0,Sur commande 48h,apple,Mac,N/A,12
10749.0,"Écran 16"" Liquid Retina XDR (3456 x 2234 pixels) - Processeur: Apple M3 Pro (CPU 12 coeurs / GPU 18 coeurs / Neural Engine 16 coeurs) - Système d'exploitation: MacOS - Mémoire RAM: 18 Go - Disque Dur: 512 Go SSD - Wi-Fi, Bluetooth, 3x Thunderbolt 4, 1x HDMI, Prise casque 3,5 mm, Port MagSafe 3 et Lecteur de carte SDXC - Capteur Touch ID, Magic Keyboard rétroéclairé - Couleur: Noir Sidéral - Garantie: 1 an",https://www.mytek.tn/apple-macbook-pro-m3-pro-18go-512go-ssd-noir-sideral.html,APPLE MacBook Pro M3 Pro 18Go 512Go SSD - Noir Sidéral ,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/a/p/apple-macbook-pro-m3-pro-18go-512go-ssd-noir-sideral.jpg,0.0,0.0,Sur commande 48h,apple,Mac,N/A,12
69.0,"Carte Mémoire HIKSEMI Sans Adaptateur - Capacité de Stockage: 256 Go - Facteur de forme: MicroSDXC - Vitesse de lecture: 92 Mo/s - Vitesse d'écriture: 52 Mo/s - Grande capacité - Transfert de fichiers rapide - Protection des données - Dimensions: 14,99 x 10,92 x 1,02 mm",https://www.mytek.tn/carte-memoire-hiksemi-256-go-sans-adaptateur-hs-tf-d1-256g.html,Carte Mémoire HIKSEMI 256 Go Sans Adaptateur (HS-TF-D1-256G),https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/h/s/hs-tf-d1-256g.jpg,0.0,0.0,En arrivage,hiksemi,Carte Mémoire,N/A,
79.0,Carte Mémoire TEAM GROUP - Capacité de Stockage: 128 Go - Facteur de forme: micro SDXC - Vitesse SD: UHS-I - Vitesse de lecture: 160 MB/s - Vitesse d écriture: 110 MB/s - Prend en charge la prise de vue en haute qualité 4K - Garantie: 1 an,https://www.mytek.tn/carte-memoire-team-group-a2-pro-plus-256-go-micro-sdxc-uhs-i-u3-a2.html,Carte Mémoire TEAM GROUP A2 PRO PLUS 256 Go Micro SDXC UHS-I U3 A2,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/c/a/carte-memoire-team-group-a2-pro-plus-256-go-micro-sdxc-uhs-i-u3-a2.jpg,0.0,0.0,En stock,team-group,Carte Mémoire,N/A,12
79.9,"Carte Mémoire HIKSEMI C1 Avec Adaptateur - Capacité de Stockage: 256Go - Classe de vitesse: 10 Classe - Facteur de forme: Micro SDXC - Vitesse de lecture: 95 Mo/s - Vitesse d'écriture: 50 Mo/s Contrôleur de qualité résistant à l'eau, aux chocs et aux rayons X et flash NAND - Dimensions: 14,99 x 10,92 x 1,02 mm.",https://www.mytek.tn/carte-memoire-hiksemi-c1-256go-avec-adaptateur-hs-tf-c1-256g.html,Carte Mémoire HIKSEMI C1 256Go Avec Adaptateur (HS-TF-C1-256G),https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/c/a/carte-memoire-hiksemi-c1-256go-avec-adaptateur-hs-tf-c1-256g.jpg,0.0,0.0,En stock,hiksemi,Carte Mémoire,N/A,
11.2,"Clé USB VERBATIM PinStripe - Capacité de Stockage: 32 Go - Interface: USB 2.0 - Vitesse en lecture: jusqu’à 12 Mo/s - Vitesse en écriture: jusqu’à 5 Mo/s - Connecteur USB rétractable - Design léger, épuré - Ouverture pour porte-clés - Dimensions: 54 x 21 x 9.22 mm - Poids: 8.6 g - Couleur Noir - Garantie: 1 an",https://www.mytek.tn/cle-usb-verbatim-pinstripe-32go-usb-2-0-noir.html,Clé USB VERBATIM PinStripe 32Go USB 2.0 - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/c/l/cle-usb-verbatim-pinstripe-32go-usb-2-0-noir.jpg,0.0,0.0,En stock,verbatim,Clé USB,N/A,12
11.4,Clé USB TEAM GROUP C161 - Capacité de Stockage: 16 Go - Interface: USB 2.0 - Étanche - Étanche à la poussière - Mini taille et facile à transporter - Tension: DC/5V - Dimensions: 24 x 12.2 x 7 mm - Poids 3.4 g - Couleur: Silver & Bleu - Garantie: A Vie,https://www.mytek.tn/cle-usb-team-group-c161-16go-usb-2-0-silver-bleu.html,Clé USB TEAM GROUP C161 16Go USB 2.0 - Silver & Bleu,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/t/c/tc16116gl01_1.jpg,0.0,0.0,En stock,team-group,Clé USB,N/A,
107.0,"Disque Dur Interne TEAM GROUP CX2 - Capacité de stockage: 512 Go - Type Disque Dur: SSD - Format de Disque: 2.5"" -Interface: SATA 6 Gb/s - Vitesse en lecture: 530 Mo/s - Vitesse en écriture: 470 Mo/s - Résistant aux chocs et aux chutes pour une utilisation en toute sécurité - MTBF: 1000000 Heures - Dimensions: 100 x 69.9 x 7 mm - Garantie: 3 ans.",https://www.mytek.tn/disque-dur-interne-team-group-cx2-512go-ssd-2-5-sata-iii.html,Disque Dur Interne TEAMGROUP CX2 512Go SSD 2.5'' SATA III,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/d/i/disque-dur-interne-team-group-cx2-512go-ssd-2-5-sata-iii-t253x6512g0c101.jpg,0.0,0.0,En stock,team-group,Disque Dur SSD,N/A,36
109.0,"Disque Dur Interne TWINMOS H2 Ultra - Capacité de stockage: 512 Go - Type de Disque Dur: SSD -Facteur de forme: 2.5"" - Interface: SATA III - Vitesse en lecture: Jusqu'à 580 Mo/s - Vitesse en écriture: Jusqu'à 550 Mo/s - Type NAND: NAND 3D TLC - Protection contre la perte de puissance -  Dimensions: 80 x 22 x 3,5 mm - Garantie: 1 an",https://www.mytek.tn/disque-dur-interne-twinmos-h2-ultra-512go-ssd-2-5-sata-iii-gris.html,Disque Dur Interne TWINMOS H2 Ultra 512Go SSD 2.5’’ SATA III - Gris,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/d/i/disque-dur-interne-twinmos-h2-ultra-512go-ssd-2-5-sata-iii-gris-3.jpg,0.0,0.0,En stock,twinmos,Disque Dur SSD,N/A,12
1419.0,"Processeur: Intel Core i3-12100F (3.30 GHz up to 4.30 GHz Turbo max, 12Mo Mémoire cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: SKHYNIX 8Go DDR4 3200Mhz Udimm - Disque Dur: MSI SSD SPATIUM 240Go S270 SATA 2.5"" - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte graphique: MSI GeForce GTX 1650 D6 VENTUS XS OCV3 - Boîtier Gamer MSI MAG FORGE M100A / Micro-ATX / 4 ventilo Auto RGB - Alimentation 500W - Dimensions: 388 x 200 x 423 mm - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-de-bureau-gamer-mytek-i3-12e-gen-8go-msi-gtx-1650-d6-ventus-xs-ocv3.html,Pc de Bureau Gamer MYTEK i3 12è Gén 8Go MSI GTX 1650 D6 VENTUS XS OCV3,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-gamer-mytek-i3-12e-gen-8go-msi-gtx-1650-d6-ventus-xs-ocv3.jpg,1469.0,-50.0,Sur commande 48h,mytek,Ordinateur Gamer,N/A,12
106.0,Disque Dur Interne TEAM GROUP MS30 - Capacité de stockage: 512 Go - Type Disque Dur: SSD -  Format de Disque: M.2 2280 - Interface: SATA III 6Gb/s - Vitesse en lecture: 530 Mo/s - Vitesse en écriture: 430 Mo/s - Résistant aux chocs et aux chutes - Garantie: 3 ans,https://www.mytek.tn/disque-dur-interne-team-group-ms30-512go-ssd-m-2-2280-sata-iii-tm8ps7512g0c101.html,Disque Dur Interne TEAMGROUP MS30 512SSD M.2-2280 SATA III (TM8PS7512G0C101),https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/t/m/tm8ps7512g0c101_1.jpg,0.0,0.0,En stock,team-group,Disque Dur,N/A,36
85.0,"Disque Dur Interne SILICON POWER - Capacité de Disque: 256 Go - Type de disque: SSD - Format de Disque: M.2 2280 - Interface: PCIe Gen3x4 - Vitesse de lecture: 2100 Mb/s - Vitesse d'écriture: 1200 Mb/s - Résistance aux chocs: 1500G/0,5 ms - Haute capacité - très durable - Dimensions:‎ 8 x 2.2 x 0.4 cm - Garantie:  1 an",https://www.mytek.tn/disque-dur-interne-silicon-power-256go-ssd-m-2-sp256gbp34a60m28.html,Disque Dur Interne SILICON POWER 256Go SSD M.2 (SP256GBP34A60M28),https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/2/m/2mm---copie_8_1_1.jpg,0.0,0.0,Epuisé,silicon-power,Disque Dur Interne,N/A,12
2095.0,"Écran 15.6"" Full HD IPS, 144Hz - Processeur: AMD Ryzen™ 5 5500H (3.3 GHz up to 4.2 GHz Turbo max, 8 Mo de mémoire cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 24Go DDR4-3200 - Disque Dur: 512Go SSD - Carte Graphique: NVIDIA GeForce RTX 2050 (4Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 2.0, 1x RJ-45, 1x prise combo casque/microphone (3,5 mm), 1x connecteur d'alimentation - Clavier Rétroéclairé blanc - Couleur: Noir - Garantie: 2 ans",https://www.mytek.tn/pc-portable-lenovo-ideapad-gaming-3-15ach6-amd-ryzen-5-24go-rtx-2050-noir.html,PC Portable LENOVO IdeaPad Gaming 3 15ACH6 AMD RYZEN 5 24Go RTX 2050 - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-gaming-3-15ach6-amd-ryzen-5-24go-rtx-2050-noir-s.jpg,2259.0,-164.0,En stock,lenovo,PC Gamer,N/A,24
7749.0,"Serveur LENOVO Think System SR590 - Format: Rack 2U - Processeur: Intel Xeon Silver 4210 10C (2.2 GHz up to 3.2 GHz, 13.75 Mo de mémoire cache, 10 cœurs) - Mémoire: 16 GoTruDDR4 2666 MHz (2Rx8 1.2V) RDIMM - Disque Dur: 3 x 600Go 10K SAS 12Gb 2.5"" - Baies de disque: 8 de base extensible 16 hot-swap -Contrôleur de stockage: RAID 930-8i (2GB Flash/cache) - Source de courant:2 x 750W Platinum Hot-Swap - Niveaux de RAID: 0, 1, 5, 6, 10, 50, 60 - Lecteur/Graveur: 4PCIe x8 - Connecteurs: 1 x USB 2.0, 3 x USB 3.0, 1x RJ-45 - Garantie: 3 ans",https://www.mytek.tn/serveur-lenovo-sr590-xeon-silver-4210-16-go-7x99a05mea.html,Serveur LENOVO Think System SR590 Xeon Silver 4210 16 Go (7X99A05MEA),https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/s/ssssssssssssssssssssssssssssssssssssssssssssssssssss_1.jpg,0.0,0.0,Sur commande 48h,lenovo,Serveur Rack,N/A,36
355.0,"Écran DELL - Taille de l'écran: 21.5"" Full HD, 60 Hz - Résolution: 1920 x 1080 pixels - Format d'écran: 16:9 - Temps de réponse: 10 ms (normal); 5 ms (rapide) - Luminosité: 250 cd/m² - Type de dalle: VA - Taux de contraste: 3000:1 - Angle de vision: 178° H / 178° V - Angle d'inclinaison: -5°/+21° - Connecteurs: 1x HDMI (HDCP 1.2), 1x VGA - Dimensions: 50.42 x 17.1 x 38.417 cm (avec support) - Poids: 3.04 kg (avec support) - Couleur: Noir - Garantie: 3 ans",https://www.mytek.tn/ecran-dell-e2223hn-21-5-full-hd-60hz.html,Ecran DELL E2223HN 21.5'' FULL HD 60Hz,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/c/ecran-dell-e2223hn-21-5-full-hd-60hz-a.jpg,0.0,0.0,En stock,dell,Ecran,N/A,36
215.0,Pack Scolaire COOL SCHOOL LOVE - Volume: 32 litres - Sexe: Fille - aille: X-Large - Nombre De Compartiments: 2 - Composition Et Matières: Sac En Polyester / Chariot En Aluminium Léger - Nombre De Poches: 3 - Niveau Scolaire: Primaire 5/6 - Dimensions: 34 x 46 x 20 cm - Couleur: Rose,https://www.mytek.tn/pack-scolaire-cool-school-love-sac-a-dossac-a-gouter-trousse-rose.html,Pack Scolaire COOL SCHOOL LOVE Sac à Dos + Sac à Goûter + Trousse- Rose,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/a/pack-scolaire-cool-school-love-sac-a-dos-sac-a-gouter-trousse-rose_1.jpg,0.0,0.0,En stock,cool-school,Sac à Goûter,N/A,
1025.0,"Écran 15.6"" Full HD, 120Hz - Processeur: Intel Core i3-1215U (Up to 4.40 GHz Turbo max, 10 Mo de mémoire cache, Hexa-Core) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 20 Go DDR4 - Disque dur: 256Go SSD - Carte graphique: Intel UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4, 1x RJ-45, 1x Prise jack pour casque, Prise jack d’alimentation et Lecteur de carte SD - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-portable-dell-vostro-3520-i3-12eme-gen-20go-256go-ssd-noir.html,Pc Portable DELL Vostro 3520 i3 12ème Gén 20Go 256Go SSD - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i3-12eme-gen-20go-256go-ssd-noir.jpg,0.0,0.0,En stock,dell,Pc Portable,N/A,12
1115.0,"Processeur: Intel Core i3-12100 (3,30 GHz up to 4,30 GHz Turbo max, 12 Mo de Mémoire Cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR4-3200 - Disque Dur: 1 To HDD - Carte Graphique: Intel UHD Graphics avec Wi-Fi, Bluetooth, 4x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 2x USB 2.0, 1x HDMI 1.2, 1x RJ-45, 1x VGA, 1x DisplayPort 1.4, 1x prise combinée casque/microphone (3,5 mm), 1x microphone (3,5 mm), 1x sortie ligne (3,5 mm) et lecteur de carte - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-de-bureau-lenovo-thinkcentre-neo-50s-g3-sff-i3-12e-gen-8go-1to-noir.html,PC de Bureau LENOVO ThinkCentre Néo 50s G3 SFF i3 12è Gén 8Go 1To - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-lenovo-thinkcentre-neo-50s-g3-sff-i3-12e-gen-8go-1to-noir.jpg,0.0,0.0,En stock,lenovo,PC de Bureau,N/A,12
1999.0,"Écran 23.8 Full HD IPS- Processeur: Intel Pentium Gold G6405 (4,10 GHz, 4 Mo de mémoire cache, Dual-Core) - Système d'exploitation: FreeDos - Mémoire RAM: 4 Go DDR4 - Disque Dur: 128 Go SSD - Carte Graphique: Intel UHD Graphics avec WiFi, Bluetooth, 2x USB 2.0 type-A, 4xUSB 3.2 Gen1 type-A, 1x Sortie HDMI 1.4, 1x RJ45, 1x COM, 1x entrée micro,1x sortie ligne - Couleur: Blanc - Garantie: 1an",https://www.mytek.tn/pc-de-bureau-all-in-one-msi-pro-ap241-11m-pentium-gold-g6405-4go-128go-ssd-blanc.html,PC de Bureau ALL IN ONE MSI PRO AP241 11M Pentium Gold G6405 4Go 128Go SSD - Blanc,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/9/s/9s6-ae0312-636_1.jpg,0.0,0.0,En stock,msi,PC Tout en un,N/A,12
